Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Specimen_Name,SRA Study
SRR24707972,AMPLICON,600,63995400,PRJNA975142,SAMN35311074,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",46606419,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486848,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s518,8568ALK-CX,SRP438987
SRR24707973,AMPLICON,600,46457400,PRJNA975142,SAMN35311073,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",34205036,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486847,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m91n714-s517,8453YER-CX,SRP438987
SRR24707974,AMPLICON,600,61066800,PRJNA975142,SAMN35311072,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",44296384,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486846,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s516,8330GOR-CX,SRP438987
SRR24707975,AMPLICON,600,63121200,PRJNA975142,SAMN35311071,"MIGS/MIMS/MIMARKS.human-vaginal,MIMARKS.survey",46103609,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486845,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s515,8109MEN-CX,SRP438987
SRR24707976,AMPLICON,600,64921800,PRJNA975142,SAMN35311070,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",47403940,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486844,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s513,8002KAR-CX,SRP438987
SRR24707977,AMPLICON,600,69300600,PRJNA975142,SAMN35311069,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",51635423,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486843,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s511,7972CHA-CX,SRP438987
SRR24707978,AMPLICON,599,3634649,PRJNA975142,SAMN35310196,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2380718,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486842,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n711-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n711-s506,2995LIB-PORT,SRP438987
SRR24707979,AMPLICON,600,90631800,PRJNA975142,SAMN35311068,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",68093848,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486841,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s510,7961BON-CX,SRP438987
SRR24707983,AMPLICON,600,99111600,PRJNA975142,SAMN35311064,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",74792481,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486837,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n714-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n714-s503,5667WIL-CX,SRP438987
SRR24707984,AMPLICON,600,75318000,PRJNA975142,SAMN35311063,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",54753224,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486836,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n712-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n712-s520,6198MAD-CX,SRP438987
SRR24707985,AMPLICON,600,77416800,PRJNA975142,SAMN35311062,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",55472145,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486835,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n712-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n712-s518,5607FOX-CX,SRP438987
SRR24707986,AMPLICON,600,69273000,PRJNA975142,SAMN35310997,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",51033260,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486834,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n706-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n706-s506,3154KES-CX,SRP438987
SRR24707987,AMPLICON,600,73936800,PRJNA975142,SAMN35310996,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",54397826,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486833,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n706-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n706-s505,3154ALI-CX,SRP438987
SRR24707995,AMPLICON,594,4058603,PRJNA975142,SAMN35310188,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2415521,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486825,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n710-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n710-s517,7274ROB-LOV,SRP438987
SRR24707996,AMPLICON,600,62483400,PRJNA975142,SAMN35310988,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",43921480,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486824,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n705-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:13:00Z,1,m91n705-s513,8972SIB-CX,SRP438987
SRR24707997,AMPLICON,600,72654600,PRJNA975142,SAMN35310987,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",54792984,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486823,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n705-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n705-s511,2465SLA-CX,SRP438987
SRR24707998,AMPLICON,600,206886000,PRJNA975142,SAMN35310986,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",150723427,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486822,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n705-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:13:00Z,1,m91n705-s508,1394FAS-CX,SRP438987
SRR24707999,AMPLICON,600,76986600,PRJNA975142,SAMN35310985,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",57872647,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486821,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n705-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n705-s507,0915MAR-CX,SRP438987
SRR24708000,AMPLICON,600,72007200,PRJNA975142,SAMN35310984,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",52659318,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486820,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n705-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n705-s506,0763DER-CX,SRP438987
SRR24708007,AMPLICON,600,58441800,PRJNA975142,SAMN35310978,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",43309657,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486813,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n704-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n704-s520,8661SAN-CX,SRP438987
SRR24708008,AMPLICON,600,54912600,PRJNA975142,SAMN35310977,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",41184315,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486812,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n704-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n704-s518,7839BOH-CX,SRP438987
SRR24708009,AMPLICON,600,41167800,PRJNA975142,SAMN35310976,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",29351365,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486811,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n704-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n704-s517,7499ZIC-CX,SRP438987
SRR24708010,AMPLICON,593,335417,PRJNA975142,SAMN35310909,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",273048,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486810,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n726-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n726-s518,NTC_m81_4E3,SRP438987
SRR24708011,AMPLICON,596,3458392,PRJNA975142,SAMN35310180,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",2167328,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486809,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n707-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n707-s517,3971BIC-ROV,SRP438987
SRR24708012,AMPLICON,581,244048,PRJNA975142,SAMN35310908,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",215757,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486808,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n726-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n726-s516,NTC_m81_4C3,SRP438987
SRR24708013,AMPLICON,593,256425,PRJNA975142,SAMN35310907,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",226467,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486807,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n726-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n726-s513,NTC_m81_4A3,SRP438987
SRR24708014,AMPLICON,594,29068690,PRJNA975142,SAMN35310906,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",15894599,FRED HUTCH,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486806,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n726-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n726-s511,1701CRA-RTO,SRP438987
SRR24708015,AMPLICON,590,74906704,PRJNA975142,SAMN35310905,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",36659572,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486805,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n726-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n726-s510,1701CRA-LTO,SRP438987
SRR24708026,AMPLICON,590,286902,PRJNA975142,SAMN35310896,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",243972,FRED HUTCH,missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486794,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n724-s516,NTC_m81_4C2,SRP438987
SRR24708027,AMPLICON,592,25628063,PRJNA975142,SAMN35310895,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13697242,FRED HUTCH,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486793,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n724-s511,1312NYE-RTO,SRP438987
SRR24708028,AMPLICON,592,49136563,PRJNA975142,SAMN35310894,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",25052227,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486792,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n724-s510,1312NYE-LTO,SRP438987
SRR24708029,AMPLICON,590,48092102,PRJNA975142,SAMN35310893,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",24844291,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486791,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n724-s508,0743BRA-RTO,SRP438987
SRR24708030,AMPLICON,591,43955090,PRJNA975142,SAMN35310892,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",22792054,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486790,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n724-s507,0743BRA-LTO,SRP438987
SRR24708031,AMPLICON,591,16975874,PRJNA975142,SAMN35310891,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8769848,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486789,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n724-s506,0618YAS-RTO,SRP438987
SRR24708032,AMPLICON,589,13168779,PRJNA975142,SAMN35310890,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",6744998,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486788,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n724-s505,0618YAS-LTO,SRP438987
SRR24708033,AMPLICON,591,57077299,PRJNA975142,SAMN35310889,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",29034443,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486787,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n724-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n724-s503,0539ROB-RTO,SRP438987
SRR24708034,AMPLICON,589,32130327,PRJNA975142,SAMN35310823,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",15949876,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486786,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n714-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n714-s507,6236GOL-LOV,SRP438987
SRR24708035,AMPLICON,590,52214816,PRJNA975142,SAMN35310822,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",26021299,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486785,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n714-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n714-s506,5558WAT-RTO,SRP438987
SRR24708036,AMPLICON,592,78336050,PRJNA975142,SAMN35310821,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",41818322,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486784,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n714-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n714-s505,5558WAT-LTO,SRP438987
SRR24708037,AMPLICON,590,82718008,PRJNA975142,SAMN35310820,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",39873420,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486783,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n714-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n714-s503,5409ROH-RTO,SRP438987
SRR24708050,AMPLICON,590,31160196,PRJNA975142,SAMN35310170,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",16393583,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486770,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n706-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n706-s515,1856EBB-LOV,SRP438987
SRR24708051,AMPLICON,590,44892948,PRJNA975142,SAMN35310808,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",23806876,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486769,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n712-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n712-s503,4922COL-RTO,SRP438987
SRR24708052,AMPLICON,590,49605381,PRJNA975142,SAMN35310807,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",24983835,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486768,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n712-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n712-s502,4922COL-LTO,SRP438987
SRR24708053,AMPLICON,593,29248217,PRJNA975142,SAMN35310806,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",15668871,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486767,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n711-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n711-s522,8815VAN-LTO,SRP438987
SRR24708054,AMPLICON,594,24128990,PRJNA975142,SAMN35310805,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13613997,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486766,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n711-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n711-s520,8741CAR-RTO,SRP438987
